img_id,category,question,answer,mode
synpic24415,abnormality,what is abnormal in the ct scan,angiomyolipoma,train
synpic31178,abnormality,what is the primary abnormality in this image,sarcoidosis,train
synpic23634,abnormality,what is abnormal in the mri,posterior cerebellar artery infarct,train
synpic51056,abnormality,what abnormality is seen in the image,aneurysm cerebral,train
synpic26930,abnormality,what is most alarming about this mri,fronto-nasal encephalocele,train
synpic45923,abnormality,what abnormality is seen in the image,chordoma,train
synpic45556,abnormality,what is most alarming about this ct scan,adamantinomatous craniopharyngioma,train
synpic43025,abnormality,what is the primary abnormality in this image,moyamoya,train
synpic39632,abnormality,what is abnormal in the x-ray,rheumatoid arthritis,train
synpic53506,abnormality,what is abnormal in the ct scan,choledochal cyst,train
synpic38310,abnormality,what is abnormal in the ct scan,miliary nodular interstitial pattern lung,train
synpic58689,abnormality,what is abnormal in the mri,pyogenic discitis,train
synpic29766,abnormality,what abnormality is seen in the image,fibromuscular dysplasia renal infarct,train
synpic43501,abnormality,what is abnormal in the x-ray,1 . bennett's fracture 2 . multiple growth arrest lines,train
synpic56201,abnormality,what is the primary abnormality in this image,lumbar herniated disc,train
synpic26679,abnormality,what is most alarming about this ct scan,endograft leak,train
synpic42253,abnormality,what is abnormal in the ultrasound,malignant melanoma,train
synpic18414,abnormality,what is most alarming about this mri,pituitary macroadenoma,train
synpic16873,abnormality,what abnormality is seen in the image,takayasu arteritis,train
synpic48315,abnormality,what is the primary abnormality in this image,acute ischemic stroke ct perfusion imaging,train
synpic16200,abnormality,what is abnormal in the ct scan,diverticulitis,train
synpic59382,abnormality,what abnormality is seen in the image,desmoplastic infantile ganglioglioma,train
synpic24733,abnormality,what is the primary abnormality in this image,acute appendicitis with an appendicolith,train
synpic31452,abnormality,what abnormality is seen in the image,pneumoperitoneum,train
synpic25499,abnormality,what is abnormal in the ct scan,sporadic burkitt's lymphoma diffuse small noncleaved cell lymphoma,train
synpic31714,abnormality,what is the primary abnormality in this image,traumatic pneumothorax,train
synpic18757,abnormality,what abnormality is seen in the image,askin tumor of chest wall,train
synpic39654,abnormality,what is abnormal in the ct scan,preseptal cellulitis,train
synpic51610,abnormality,what is the primary abnormality in this image,svc duplication,train
synpic49300,abnormality,what abnormality is seen in the image,cerebellar hemangioblastoma,train
synpic53066,abnormality,what abnormality is seen in the image,chiari i with cervical spine syrinx .,train
synpic52551,abnormality,what abnormality is seen in the image,tuberous sclerosis,train
synpic40454,abnormality,what is abnormal in the mri,craniopharyngioma,train
synpic21935,abnormality,what abnormality is seen in the image,pediatric pneumonia round pneumonia,train
synpic16900,abnormality,what is abnormal in the mri,atrial septal defect,train
synpic47594,abnormality,what is abnormal in the mri,radiation necrosis,train
synpic30684,abnormality,what abnormality is seen in the image,osteochondroma,train
synpic50572,abnormality,what abnormality is seen in the image,aneurysm cerebral,train
synpic40495,abnormality,what is most alarming about this mri,brain cerebral abscess,train
synpic38504,abnormality,what abnormality is seen in the image,adpkd -autosomal dominant polycystic kidney disease,train
synpic40735,abnormality,what is abnormal in the mri,superior sagittal sinus thrombosis,train
synpic39424,abnormality,what abnormality is seen in the image,partial anomalous pulmonary venous return,train
synpic31356,abnormality,what is abnormal in the mri,esophageal duplication cyst,train
synpic60725,abnormality,what is most alarming about this mri,meningioma who grading system,train
synpic53520,abnormality,what abnormality is seen in the image,rupture of cerebral abscess into the ventricular system pyocephalus,train
synpic57000,abnormality,what abnormality is seen in the image,hyperdense middle cerebral artery sign,train
synpic16225,abnormality,what abnormality is seen in the image,morgagni hernia,train
synpic47012,abnormality,what abnormality is seen in the image,astrocytoma grading and subtypes,train
synpic54552,abnormality,what is most alarming about this ultrasound,developmental dysplasia of the hip,train
synpic100252,abnormality,what is the primary abnormality in this image,osteochondroma,train
synpic10257,abnormality,what is abnormal in the x-ray,bone metastasis secondary to prostate cancer .,train
synpic42254,abnormality,what is the primary abnormality in this image,papillary carcinoma of the thyroid,train
synpic41007,abnormality,what is abnormal in the mri,oropharyngeal cancer,train
synpic32840,abnormality,what is most alarming about this mri,choroid plexus neoplasm papilloma carcinoma,train
synpic28026,abnormality,what is the primary abnormality in this image,facial nerve paralysis,train
synpic41563,abnormality,what is abnormal in the mri,cephalocele,train
synpic18764,abnormality,what is the primary abnormality in this image,multiple sclerosis,train
synpic55345,abnormality,what is most alarming about this mri,spinal cord astrocytoma,train
synpic16195,abnormality,what is most alarming about this ct scan,myelolipoma,train
synpic53687,abnormality,what is most alarming about this ct scan,eagle syndrome,train
synpic26548,abnormality,what is abnormal in the x-ray,femoral pseudoaneurysms,train
synpic40047,abnormality,what is the primary abnormality in this image,lumbar nerve root avulsion,train
synpic47420,abnormality,what is the primary abnormality in this image,lipomatous hypertrophy of the interatrial septum,train
synpic47528,abnormality,what is the primary abnormality in this image,pachygyria with schizencephaly,train
synpic46517,abnormality,what is most alarming about this mri,intraventricular meningioma,train
synpic24928,abnormality,what is most alarming about this nuclear medicine image,paget's disease,train
synpic51235,abnormality,what is abnormal in the mri,sickle cell disease,train
synpic59843,abnormality,what is abnormal in the ct scan,orbital retrobulbar dermoid cyst,train
synpic17812,abnormality,what is the primary abnormality in this image,biliary leak,train
synpic41800,abnormality,what is abnormal in the mri,right vertebral artery dissection lateral medullary syndrome wallenberg syndrome,train
synpic31417,abnormality,what is most alarming about this mri,siliconomas silicone granulomas from silicone breast augmentation,train
synpic16420,abnormality,what is the primary abnormality in this image,midgut malrotation,train
synpic46497,abnormality,what abnormality is seen in the image,hepatic adenoma,train
synpic51518,abnormality,what is abnormal in the ct scan,blowout fracture of orbit,train
synpic36936,abnormality,what is abnormal in the mri,meningioma,train
synpic58981,abnormality,what abnormality is seen in the image,intravascular lymphomatosis,train
synpic16740,abnormality,what is the primary abnormality in this image,transposition of the great vessels,train
synpic48020,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train
synpic49086,abnormality,what is the primary abnormality in this image,diffuse idiopathic skeletal hyperostosis dish cervical and thoracic spine fractures,train
synpic54559,abnormality,what is abnormal in the x-ray,virilized urogenital sinus,train
synpic53259,abnormality,what is abnormal in the ct scan,desmoplastic small round cell tumor,train
synpic20893,abnormality,what is most alarming about this mri,macrodystrophia lipomatosa,train
synpic26541,abnormality,what is abnormal in the ct scan,small bowel lymphoma,train
synpic37078,abnormality,what is abnormal in the ct scan,medulloblastoma with continuous spinal drop metastasis,train
synpic33272,abnormality,what is the primary abnormality in this image,focal nodular hyperplasia,train
synpic40005,abnormality,what is the primary abnormality in this image,cerebellar hemorrhage in the preterm infant .,train
synpic47810,abnormality,what is abnormal in the mri,enchondroma,train
synpic24718,abnormality,what is the primary abnormality in this image,von meyenburg complex - multiple biliary hamartomas,train
synpic29683,abnormality,what is the primary abnormality in this image,cardiogenic pulmonary edema – chf exacerbation secondary to new onset atrial fibrillation .,train
synpic37626,abnormality,what abnormality is seen in the image,anaplastic astrocytoma,train
synpic24350,abnormality,what abnormality is seen in the image,atrial septal defect,train
synpic16704,abnormality,what is the primary abnormality in this image,pheochromocytoma,train
synpic24685,abnormality,what is abnormal in the ultrasound,emphysematous cholecystitis,train
synpic22723,abnormality,what is most alarming about this x-ray,chance-type fracture,train
synpic40499,abnormality,what is most alarming about this mri,brain cerebral abscess,train
synpic53776,abnormality,what is the primary abnormality in this image,acute myocarditis,train
synpic41566,abnormality,what is abnormal in the mri,cephalocele,train
synpic19670,abnormality,what is the primary abnormality in this image,anterior shoulder dislocation/instability,train
synpic54131,abnormality,what is the primary abnormality in this image,astrocytoma grading and subtypes,train
synpic29259,abnormality,what is abnormal in the x-ray,avulsion fracture of the anterior superior iliac spine,train
synpic52610,abnormality,what is most alarming about this x-ray,ankylosing spondylitis,train
synpic41331,abnormality,what is abnormal in the mri,anoxic brain injury anoxia,train
synpic48319,abnormality,what is the primary abnormality in this image,acute ischemic stroke ct perfusion imaging,train
synpic52545,abnormality,what is abnormal in the mri,tuberous sclerosis,train
synpic56430,abnormality,what is abnormal in the mri,hypothalamic hamartoma,train
synpic49862,abnormality,what is the primary abnormality in this image,brain abscess central nervous system,train
synpic48999,abnormality,what abnormality is seen in the image,frontoethmoidal mucopyocele,train
synpic49820,abnormality,what is the primary abnormality in this image,giant cell astrocytoma in tuberous sclerosis,train
synpic52018,abnormality,what is the primary abnormality in this image,glomus tympanicum and glomus jugulare tumors paraganglioma,train
synpic51777,abnormality,what is abnormal in the x-ray,hydropneumothorax,train
synpic48754,abnormality,what abnormality is seen in the image,meningioma,train
synpic45704,abnormality,what is most alarming about this mri,carotid dissection,train
synpic16985,abnormality,what abnormality is seen in the image,crohn's disease on pet and tc-99m hmpao tagged wbc scanning,train
synpic26315,abnormality,what abnormality is seen in the image,osteoarthritis of the hips bilaterally secondary to slipped capital femoral epiphyses .,train
synpic22007,abnormality,what is the primary abnormality in this image,renal cell carcinoma,train
synpic56658,abnormality,what is most alarming about this mri,superior sagittal sinus thrombosis,train
synpic33517,abnormality,what is most alarming about this mri,fabry disease,train
synpic52158,abnormality,what is the primary abnormality in this image,crohn disease,train
synpic26588,abnormality,what abnormality is seen in the image,neuroma,train
synpic32321,abnormality,what is the primary abnormality in this image,butterfly fragment subtype of comminuted fracture .,train
synpic40903,abnormality,what is most alarming about this mri,cholesterol granuloma,train
synpic15352,abnormality,what is abnormal in the mri,synovial cyst,train
synpic23998,abnormality,what is abnormal in the mri,brain stem astrocytoma,train
synpic57733,abnormality,what abnormality is seen in the image,fibro osseous lesions of the face and sinuses fibrous dysplasia,train
synpic17207,abnormality,does this image look normal,no,train
synpic39945,abnormality,what is the primary abnormality in this image,multiple myeloma,train
synpic25432,abnormality,what is abnormal in the ct scan,interstitial fibrosis end stage honeycomb lung,train
synpic39849,abnormality,what abnormality is seen in the image,chance-type fracture,train
synpic33373,abnormality,what is most alarming about this ct scan,arachnoid cyst,train
synpic36952,abnormality,what is most alarming about this mri,cerebral infarction,train
synpic35366,abnormality,what is abnormal in the x-ray,chondrocalcinosis,train
synpic30717,abnormality,what abnormality is seen in the image,glioblastoma multiforme,train
synpic35231,abnormality,what is the primary abnormality in this image,vertebral artery dissection with cerebellar infarction,train
synpic36390,abnormality,are there abnormalities in this ct scan,yes,train
synpic31053,abnormality,what abnormality is seen in the image,obstruction and isolation of the right posterior sectoral duct and its radicals from the remainder of the biliary system,train
synpic28719,abnormality,what is most alarming about this ct scan,abdominal abscess,train
synpic51481,abnormality,what abnormality is seen in the image,osteopoikilosis,train
synpic38276,abnormality,what is the primary abnormality in this image,epidermoid vs . arachnoid cyst,train
synpic30351,abnormality,what is abnormal in the ct scan,nephrolithiasis - kidney stones,train
synpic33990,abnormality,what is most alarming about this mri,clear cell chondrosarcoma,train
synpic32274,abnormality,what is abnormal in the ct scan,tophaceous gout,train
synpic26492,abnormality,what is the primary abnormality in this image,atelectasis,train
synpic36069,abnormality,what is most alarming about this mri,chondrosarcoma of the skull base,train
synpic19772,abnormality,what is abnormal in the mri,central pontine myelinolysis cpm osmotic myelinolysis,train
synpic38141,abnormality,what is the primary abnormality in this image,pneumatosis intestinalis and portal venous gas,train
synpic53182,abnormality,what is most alarming about this ct scan,pres - posterior reversible leukoencephalopathy rpl or reversible post . encephalopathy,train
synpic52090,abnormality,what is abnormal in the mri,isolated granulomatous angiitis boipsy proven . if you did not make the diagnosis do not fret if you said vasculitis you pass,train
synpic34461,abnormality,what is the primary abnormality in this image,lymphoma cns primary pcnsl,train
synpic15869,abnormality,what abnormality is seen in the image,enchondroma,train
synpic56781,abnormality,what is most alarming about this mri,leptomeningeal carcinomatosis,train
synpic29550,abnormality,what abnormality is seen in the image,usuhs faculty senate education committee 2010-2011,train
synpic32629,abnormality,what is most alarming about this x-ray,avascular necrosis,train
synpic53683,abnormality,what is most alarming about this mri,medulloblastoma,train
synpic42281,abnormality,what is most alarming about this mri,epidermoid cyst,train
synpic17762,abnormality,what is most alarming about this mri,arteriovenous malformation,train
synpic41288,abnormality,what is abnormal in the ultrasound,intrauterine devices,train
synpic33151,abnormality,what is the primary abnormality in this image,freiberg's infraction,train
synpic46857,abnormality,what is most alarming about this mri,cryptococcal meningoencephalitis,train
synpic58581,abnormality,what abnormality is seen in the image,mycotic aneurysm,train
synpic41571,abnormality,what is abnormal in the mri,pituitary apoplexy,train
synpic57919,abnormality,what is abnormal in the ct scan,fracture dislocaton at thoraco-lumbar junction resulting in spinal cord transection .,train
synpic36248,abnormality,what is most alarming about this ct scan,thoracic neuroblastoma,train
synpic39366,abnormality,what abnormality is seen in the image,endometrial polyp,train
synpic40813,abnormality,what is abnormal in the mri,metastatic disease from colonic carcinoma,train
synpic50966,abnormality,what is most alarming about this mri,brain abscess central nervous system,train
synpic21503,abnormality,what is abnormal in the ct scan,mature cystic teratoma,train
synpic19264,abnormality,what is most alarming about this ultrasound,inflammatory breast carcinoma,train
synpic51973,abnormality,what is abnormal in the ct scan,complex nasoethmoid and orbit fractures with pneumoorbita and pneumocephalus,train
synpic45054,abnormality,what is most alarming about this mri,chiari iii hindbrain malformation with large occipital encephalocele,train
synpic61287,abnormality,what is abnormal in the ct scan,hodgkins lymphoma,train
synpic60629,abnormality,what abnormality is seen in the image,hemangioblastoma,train
synpic37890,abnormality,what is abnormal in the mri,retroperitoneal neoplasm,train
synpic31795,abnormality,what is most alarming about this x-ray,simple bone cyst,train
synpic27140,abnormality,what is most alarming about this x-ray,transscaphoid-transtriquetrial perilunate fracture dislocation,train
synpic48278,abnormality,what is the primary abnormality in this image,hematosalpinx,train
synpic17266,abnormality,what is abnormal in the mri,sparsely granulated growth hormone adenoma,train
synpic24177,abnormality,what is abnormal in the ultrasound,testicular neoplasm,train
synpic36318,abnormality,what is the primary abnormality in this image,subclavian steal syndrome,train
synpic57178,abnormality,what abnormality is seen in the image,glioblastoma multiforme gbm,train
synpic48813,abnormality,what abnormality is seen in the image,sarcoidosis,train
synpic43623,abnormality,what is most alarming about this ct scan,crossed fused ectopia,train
synpic27419,abnormality,what abnormality is seen in the image,lateral pharyngeal pouches,train
synpic53604,abnormality,what is abnormal in the mri,pleomorphic xanthoastrocytoma,train
synpic27766,abnormality,what is most alarming about this angiogram,erectile dysfunction,train
synpic20460,abnormality,what abnormality is seen in the image,fibromatosis coli,train
synpic28357,abnormality,what is the primary abnormality in this image,pineal cysts,train
synpic58177,abnormality,what is most alarming about this ct scan,acute cerebral infarction value of noncontrast ct,train
synpic34280,abnormality,what is abnormal in the mri,cavernous malformation,train
synpic31869,abnormality,what is the primary abnormality in this image,fat embolism brain,train
synpic21028,abnormality,what is the primary abnormality in this image,pancreatic adenocarcinoma,train
synpic18201,abnormality,what is most alarming about this x-ray,chondrocalcinosis,train
synpic21420,abnormality,what is the primary abnormality in this image,nephroblastomatosis,train
synpic52292,abnormality,what is most alarming about this ct scan,diffuse large b-cell lymphoma,train
synpic15996,abnormality,what is abnormal in the ct scan,subcapsular hematoma of liver,train
synpic33131,abnormality,what is the primary abnormality in this image,acute calculous cholecystitis,train
synpic54095,abnormality,what is the primary abnormality in this image,dural fistula avf,train
synpic31782,abnormality,what is most alarming about this x-ray,osteogenesis imperfecta,train
synpic45121,abnormality,what is most alarming about this ct scan,ruptured appendicitis,train
synpic48279,abnormality,what is the primary abnormality in this image,hematosalpinx,train
synpic20228,abnormality,what is abnormal in the mri,avm of the right posterior parietal lobe,train
synpic21313,abnormality,what is most alarming about this ct scan,colloid neuroepithelial cyst of the third ventricle,train
synpic50898,abnormality,what abnormality is seen in the image,cerebellar hemangioblastoma,train
synpic33882,abnormality,what is abnormal in the mri,dermoid cyst,train
synpic19519,abnormality,what abnormality is seen in the image,liposarcoma myxoid liposarcoma,train
synpic51227,abnormality,what is most alarming about this mri,acute disseminated encephalomyelitis,train
synpic51773,abnormality,what is abnormal in the x-ray,asbestos pleural plaques,train
synpic22241,abnormality,what is abnormal in the x-ray,esophageal foreign body - coin ingestion,train
synpic27961,abnormality,what is the primary abnormality in this image,subchorionic hemorrhage,train
synpic45393,abnormality,what abnormality is seen in the image,hypoparathyroidism,train
synpic46453,abnormality,what is the primary abnormality in this image,uveal melanoma,train
synpic59161,abnormality,what is most alarming about this mri,vestibular schwannoma,train
synpic18603,abnormality,what is most alarming about this mri,meniscal ossicle,train
synpic53883,abnormality,what is most alarming about this mri,paraganglioma,train
synpic55705,abnormality,what abnormality is seen in the image,acute myelogenous leukemia aml,train
synpic45691,abnormality,what is abnormal in the ct scan,osteomyelitis following ingestion of foreign body watch battery,train
synpic55318,abnormality,what is abnormal in the mri,medulloblastoma,train
synpic52887,abnormality,what abnormality is seen in the image,cerebral infarction stroke,train
synpic24913,abnormality,what is abnormal in the x-ray,lung stage iiib adenocarcinoma,train
synpic45689,abnormality,what is abnormal in the x-ray,osteomyelitis following ingestion of foreign body watch battery,train
synpic58796,abnormality,what abnormality is seen in the image,langerhan cell histiocytosis,train
synpic35229,abnormality,what is most alarming about this angiogram,vertebral artery dissection with cerebellar infarction,train
synpic27917,abnormality,what is abnormal in the ct scan,diverticulitis,train
synpic27585,abnormality,what abnormality is seen in the image,anterior mediastinal teratoma,train
synpic26969,abnormality,what abnormality is seen in the image,orbital lymphoma extraconal masses,train
synpic21352,abnormality,what is abnormal in the mri,multiple sclerosis,train
synpic22762,abnormality,what abnormality is seen in the image,esophageal leiomyoma,train
synpic23178,abnormality,what is most alarming about this ct scan,dermatomyositis,train
synpic39483,abnormality,what is abnormal in the mri,epidermoid tumor,train
synpic22258,abnormality,what is abnormal in the ultrasound,choroid plexus cyst,train
synpic23661,abnormality,what is most alarming about this mri,adenomyosis,train
synpic22144,abnormality,what is abnormal in the mammograph,silicone granulomas of the breast,train
synpic51687,abnormality,what is abnormal in the x-ray,sickle cell disease,train
synpic47867,abnormality,what is most alarming about this ct scan,cavernous hemangioma and convexity meningioma,train
synpic46434,abnormality,what is the primary abnormality in this image,cranial epidural abscess,train
synpic47498,abnormality,what is most alarming about this x-ray,cleidocranial dysplasia,train
synpic33449,abnormality,what is most alarming about this ct scan,right sided aortic arch with aberrant left subclavian artery .,train
synpic35235,abnormality,what is abnormal in the mri,arachnoid cyst,train
synpic55404,abnormality,what abnormality is seen in the image,cerebral arteriovenous malformation avm,train
synpic45999,abnormality,what is the primary abnormality in this image,odontoid process fracture type ii,train
synpic22532,abnormality,what is most alarming about this ct scan,pancreatic ductal adenocarcinoma,train
synpic24736,abnormality,what abnormality is seen in the image,gallbladder polyp,train
synpic13386,abnormality,what is abnormal in the x-ray,active pulmonary tuberculosis,train
synpic32852,abnormality,what is abnormal in the x-ray,spondylolisthesis,train
synpic32232,abnormality,what is most alarming about this x-ray,osteolysis of distal clavicle .,train
synpic33130,abnormality,what is abnormal in the x-ray,acute calculous cholecystitis,train
synpic55430,abnormality,what is abnormal in the ct scan,leriche syndrome,train
synpic30246,abnormality,what abnormality is seen in the image,aberrant right subclavian artery arsa,train
synpic25290,abnormality,what is the primary abnormality in this image,triplane fracture,train
synpic27377,abnormality,what is most alarming about this ct scan,pneumomediastinum,train
synpic26173,abnormality,what is abnormal in the ct scan,nephrolithiasis - kidney stones,train
synpic33401,abnormality,what is abnormal in the ultrasound,megacystis microcolon intestinal hypoperistalsis syndrome mmihs,train
synpic40823,abnormality,what is the primary abnormality in this image,juvenile angiofibroma nasal,train
synpic38293,abnormality,what is most alarming about this ct scan,ameloblastoma,train
synpic51544,abnormality,what is abnormal in the ct scan,cocaine body packer syndrome,train
synpic17748,abnormality,what is abnormal in the x-ray,adenocarcinoma of the lung,train
synpic39976,abnormality,what is abnormal in the ct scan,chronic eosinophilic pneumonia,train
synpic48496,abnormality,what abnormality is seen in the image,diffuse idiopathic skeletal hyperostosis,train
synpic27244,abnormality,what is most alarming about this ct scan,anticoagulation complication abdominal wall hematoma,train
synpic50956,abnormality,what is abnormal in the ct scan,pancreatic adenocarcinoma,train
synpic50015,abnormality,what is the primary abnormality in this image,drowning near drowning salt water vs . fresh water,train
synpic32266,abnormality,what is the primary abnormality in this image,tophaceous gout,train
synpic53143,abnormality,what is the primary abnormality in this image,jejunal atresia,train
synpic16565,abnormality,what is the primary abnormality in this image,hereditary hemorrhagic telangiectasia hht and pulmonary arteriovenous malformation avm- osler-weber-rendu,train
synpic24311,abnormality,what is most alarming about this ct scan,acute appendicitis,train
synpic52266,abnormality,what abnormality is seen in the image,spongioform encephalopathy presumed variant creutzfeldt-jakob disease,train
synpic45022,abnormality,what is the primary abnormality in this image,carotid dissection,train
synpic20048,abnormality,what is the primary abnormality in this image,fat necrosis,train
synpic35908,abnormality,what is most alarming about this ct scan,fibrous dysplasia,train
synpic41324,abnormality,what abnormality is seen in the image,anoxic brain injury anoxia,train
synpic40113,abnormality,what is the primary abnormality in this image,cavernous angioma,train
synpic32708,abnormality,what is the primary abnormality in this image,drop metastases,train
synpic54242,abnormality,what is most alarming about this ct scan,coarctation of the aorta,train
synpic55261,abnormality,what is the primary abnormality in this image,aberrant right subclavian artery arsa,train
synpic21899,abnormality,what is abnormal in the ct scan,abdominal aortic aneurysm,train
synpic36990,abnormality,what abnormality is seen in the image,hemiazygous and azygous continuation of the inferior vena cava,train
synpic16960,abnormality,what is abnormal in the ct scan,porcelain gallbladder . secondary gallbladder carcinoma,train
synpic39255,abnormality,what is abnormal in the mri,l4-l5 herniated disc with a sequestered fragment,train
synpic36339,abnormality,what is abnormal in the ultrasound,juvenile pilocytic astrocytoma jpa,train
synpic18311,abnormality,what is abnormal in the mri,o’donahue’s triad,train
synpic27120,abnormality,what abnormality is seen in the image,metastatic spread,train
synpic23547,abnormality,what is the primary abnormality in this image,juvenile pilocytic astrocytoma,train
synpic38073,abnormality,what abnormality is seen in the image,choroid plexus papilloma,train
synpic33404,abnormality,what is abnormal in the gastrointestinal image,megacystis microcolon intestinal hypoperistalsis syndrome mmihs,train
synpic46520,abnormality,what abnormality is seen in the image,intraventricular meningioma,train
synpic41786,abnormality,what abnormality is seen in the image,brain abscess vs . cerebritis,train
synpic29459,abnormality,what is the primary abnormality in this image,schwannoma,train
synpic53326,abnormality,what is the primary abnormality in this image,hodgkin's lymphoma,train
synpic46203,abnormality,what is most alarming about this x-ray,rickets,train
synpic13315,abnormality,what abnormality is seen in the image,pneumothorax anterior,train
synpic51912,abnormality,what is the primary abnormality in this image,meningioma,train
synpic46701,abnormality,what is abnormal in the ct scan,fahr disease,train
synpic24079,abnormality,what abnormality is seen in the image,duplicated renal collecting system,train
synpic22353,abnormality,what abnormality is seen in the image,pneumothorax,train
synpic27153,abnormality,what is abnormal in the mri,vestibular acoustic schwannoma,train
synpic43027,abnormality,what is the primary abnormality in this image,moyamoya,train
synpic29254,abnormality,what abnormality is seen in the image,cardiac fibroma,train
synpic55858,abnormality,what is the primary abnormality in this image,intracranial hypotension,train
synpic56854,abnormality,what is the primary abnormality in this image,pilocytic astrocytoma,train
synpic50667,abnormality,what is the primary abnormality in this image,capillary hemangioma,train
synpic33002,abnormality,what is the primary abnormality in this image,heterotopic ossification,train
synpic27894,abnormality,what is abnormal in the x-ray,calcific tendinitis,train
synpic43015,abnormality,what is abnormal in the mri,astrocytoma grading and subtypes,train
synpic51937,abnormality,what is the primary abnormality in this image,cranial nerves,train
synpic43926,abnormality,what is most alarming about this gastrointestinal image,gastric lymphoma,train
synpic25752,abnormality,what is abnormal in the x-ray,right hip pain,train
synpic14458,abnormality,what is abnormal in the mri,osteoid osteoma vs stress fracture,train
synpic24964,abnormality,what abnormality is seen in the image,ct evaluation of acute cholecystitis,train
synpic52756,abnormality,what is most alarming about this x-ray,mrsa pneumonia complicated by empyema,train
synpic39876,abnormality,what is the primary abnormality in this image,cerebral infarct,train
synpic46878,abnormality,what abnormality is seen in the image,joubert syndrome,train
synpic13316,abnormality,what is most alarming about this x-ray,pneumothorax anterior,train
synpic45070,abnormality,what abnormality is seen in the image,holt-oram syndrome,train
synpic39567,abnormality,what is most alarming about this x-ray,spiral salter-harris ii fracture,train
synpic56527,abnormality,what abnormality is seen in the image,single gunshot wound to head,train
synpic45490,abnormality,what is most alarming about this mri,dural sinus thrombosis transverse and sigmoid sinus,train
synpic54074,abnormality,what is abnormal in the ct scan,facial trauma s/p mva,train
synpic17898,abnormality,what is the primary abnormality in this image,meningioma,train
synpic40640,abnormality,what is most alarming about this mri,dural sinus thrombosis,train
synpic31069,abnormality,what is most alarming about this x-ray,renal osteodystrophy,train
synpic50647,abnormality,what is the primary abnormality in this image,brain death,train
synpic35978,abnormality,what is most alarming about this mri,hemorrhage,train
synpic36233,abnormality,what is the primary abnormality in this image,rickets,train
synpic51350,abnormality,what is abnormal in the mri,oligodendroglioma profile and who grade,train
synpic27812,abnormality,what is abnormal in the ultrasound,gallbladder polyp,train
synpic24030,abnormality,what is abnormal in the ultrasound,posterior urethral valves,train
synpic55272,abnormality,what is most alarming about this mri,balo concentric sclerosis,train
synpic18911,abnormality,what abnormality is seen in the image,unicameral simple bone cyst,train
synpic53303,abnormality,what is abnormal in the mri,facial nerve schwannoma,train
synpic30376,abnormality,what abnormality is seen in the image,osteochondroma,train
synpic23428,abnormality,what is abnormal in the mri,cerebellopontine angle meningioma,train
synpic38983,abnormality,what is the primary abnormality in this image,kienbock disease/lunatomalacia,train
synpic27721,abnormality,what is abnormal in the x-ray,multiple hereditary exostosis,train
synpic19114,abnormality,what is most alarming about this x-ray,asbestos-related pleural disease,train
synpic43476,abnormality,what is the primary abnormality in this image,colles' fracture,train
synpic59924,abnormality,what is abnormal in the ct scan,tbi brain contusion longitudinal temporal bone fracture .,train
synpic29719,abnormality,what is abnormal in the x-ray,left atrial enlargement,train
synpic27425,abnormality,what is the primary abnormality in this image,bow hunter's syndrome vertebral artery compression,train
synpic59509,abnormality,what is most alarming about this ct scan,chronic osteomyelitis,train
synpic37621,abnormality,what abnormality is seen in the image,lemierre's-like syndrome,train
synpic54973,abnormality,what is the primary abnormality in this image,guillain-barre syndrome,train
synpic10739,abnormality,what is most alarming about this ultrasound,diabetic mastopathy,train
synpic35807,abnormality,what is abnormal in the mri,agenesis of the corpus callosum,train
synpic47938,abnormality,what is most alarming about this ct scan,hodgkin's lymphona-an anterior mediastinal mass,train
synpic47707,abnormality,what abnormality is seen in the image,pulmonary langerhans cell histiocytosis,train
synpic24923,abnormality,what is abnormal in the ct scan,aortic dissection,train
synpic37980,abnormality,what is abnormal in the mri,adenomyosis,train
synpic40777,abnormality,what is the primary abnormality in this image,ependymoma,train
synpic47423,abnormality,what abnormality is seen in the image,lipomatous hypertrophy of the interatrial septum,train
synpic39816,abnormality,what is most alarming about this ct scan,chondrosarcoma,train
synpic37733,abnormality,what is abnormal in the ct scan,granular cell tumor,train
synpic51229,abnormality,what is most alarming about this mri,acute disseminated encephalomyelitis,train
synpic16217,abnormality,what is the primary abnormality in this image,seminoma,train
synpic45897,abnormality,what is most alarming about this mri,astrocytoma grading and subtypes,train
synpic16967,abnormality,what is the primary abnormality in this image,takayasu's arteritis,train
synpic18872,abnormality,what is most alarming about this x-ray,paget disease of bone,train
synpic52577,abnormality,what is the primary abnormality in this image,posterior urethral valve,train
synpic22386,abnormality,what is most alarming about this angiogram,bronchial arteriography for hemoptysis,train
synpic35961,abnormality,what is most alarming about this ct scan,killian-jamieson diverticulum,train
synpic16073,abnormality,what is the primary abnormality in this image,omphalocele,train
synpic26944,abnormality,what is abnormal in the ultrasound,invasive lobular carcinoma,train
synpic38487,abnormality,what is the primary abnormality in this image,neurocysticercosis and ruptured subarachnoid aneurysm,train
synpic21861,abnormality,what is the primary abnormality in this image,blowout fracture of orbit,train
synpic56739,abnormality,what is the primary abnormality in this image,ewing's sarcoma,train
synpic55746,abnormality,what is abnormal in the mri,enlarged subarachnoid space,train
synpic43814,abnormality,what is abnormal in the mri,anterior cruciate ligament tear,train
synpic19208,abnormality,what abnormality is seen in the image,subclavian steal,train
