img_id,category,question,answer,mode,label,answer_type
synpic45362,abnormality,what abnormality is seen in the image,mesial temporal sclerosis,train,733,OPEN
synpic16531,abnormality,what is the primary abnormality in this image,subclavian vein stenosis,train,1138,OPEN
synpic55606,abnormality,what abnormality is seen in the image,rheumatoid arthritis,train,621,OPEN
synpic14963,abnormality,what abnormality is seen in the image,right aortic arch with aberrant left subclavian artery,train,1139,OPEN
synpic46740,abnormality,what is most alarming about this ct scan,pulmonary embolism,train,111,OPEN
synpic35222,abnormality,what is the primary abnormality in this image,vertebral artery dissection with cerebellar infarction,train,720,OPEN
synpic39678,abnormality,what is abnormal in the mri,developmental venous anomaly dva and cavernous malformation,train,1140,OPEN
synpic17036,abnormality,what abnormality is seen in the image,porcelain gallbladder,train,1117,OPEN
synpic58167,abnormality,what abnormality is seen in the image,west nile encephalitis,train,1141,OPEN
synpic56398,abnormality,what is the primary abnormality in this image,pheochromocytoma,train,963,OPEN
synpic46659,abnormality,what abnormality is seen in the image,achalasia,train,196,OPEN
synpic40629,abnormality,what abnormality is seen in the image,dural sinus thrombosis,train,52,OPEN
synpic20397,abnormality,what is abnormal in the ct scan,lung adenocarcinoma and cns metastasis,train,101,OPEN
synpic47727,abnormality,what is the primary abnormality in this image,uterine lipoleiomyoma,train,1142,OPEN
synpic36253,abnormality,what is abnormal in the ct scan,thoracic neuroblastoma,train,638,OPEN
synpic54694,abnormality,what is the primary abnormality in this image,spondylolysis,train,492,OPEN
synpic40873,abnormality,what is the primary abnormality in this image,ependymoma cervical spinal cord,train,703,OPEN
synpic32106,abnormality,what is abnormal in the mri,pontine glioma,train,1143,OPEN
synpic53140,abnormality,what is the primary abnormality in this image,abdominal compartment syndrome,train,1114,OPEN
synpic28724,abnormality,what is most alarming about this ct scan,persistent left superior vena cava plsvc,train,1144,OPEN
synpic34823,abnormality,what is most alarming about this mri,herpes simplex encephalitis .,train,1145,OPEN
synpic52675,abnormality,what is most alarming about this x-ray,foreign body aspiration,train,1146,OPEN
synpic47289,abnormality,what is abnormal in the mri,parasellar meningioma and arachnoid cyst,train,1147,OPEN
synpic44357,abnormality,what is most alarming about this mri,neuroblastoma,train,536,OPEN
synpic46636,abnormality,what is the primary abnormality in this image,pulmonary embolism,train,111,OPEN
synpic48672,abnormality,what is the primary abnormality in this image,arachnoid cyst,train,35,OPEN
synpic100398,abnormality,what is most alarming about this x-ray,differentiating lumbar discopathy from protrusion acetabula,train,679,OPEN
synpic48869,abnormality,what is the primary abnormality in this image,endometrial polyp,train,1025,OPEN
synpic18948,abnormality,what abnormality is seen in the image,adenomyosis,train,561,OPEN
synpic10036,abnormality,what is abnormal in the x-ray,cervical spine trauma,train,1148,OPEN
synpic40945,abnormality,what is most alarming about this mri,cns prenchymal metastasis,train,315,OPEN
synpic24160,abnormality,what is most alarming about this ultrasound,cerebral infarct l mca territory,train,817,OPEN
synpic18850,abnormality,what abnormality is seen in the image,ileal atresia,train,1149,OPEN
synpic16423,abnormality,what is abnormal in the ct scan,midgut malrotation,train,262,OPEN
synpic55322,abnormality,what abnormality is seen in the image,medulloblastoma,train,341,OPEN
synpic38371,abnormality,what is most alarming about this ct scan,brain death nuclear medicine,train,1150,OPEN
synpic8269,abnormality,what is abnormal in the nuclear medicine image,osteomyelitis,train,138,OPEN
synpic40393,abnormality,what is the primary abnormality in this image,posterior reversible encephalopathy syndrome pres,train,792,OPEN
synpic31783,abnormality,what is most alarming about this ct scan,osteogenesis imperfecta,train,294,OPEN
synpic59476,abnormality,what is most alarming about this mri,ependymoma,train,65,OPEN
synpic17204,abnormality,what is the primary abnormality in this image,hepatic hemangioma,train,427,OPEN
synpic33444,abnormality,what is abnormal in the ultrasound,epididymitis,train,1151,OPEN
synpic53630,abnormality,what abnormality is seen in the image,desmoplastic medulloblastoma,train,528,OPEN
synpic36503,abnormality,what is most alarming about this ct scan,dermoid cyst,train,57,OPEN
synpic46471,abnormality,what is abnormal in the mri,intradural extramedullary meningioma .,train,337,OPEN
synpic18723,abnormality,what abnormality is seen in the image,gray matter heterotopia focal type,train,68,OPEN
synpic35769,abnormality,what abnormality is seen in the image,vein of galen malformation,train,1152,OPEN
synpic35162,abnormality,what is the primary abnormality in this image,tethered spinal cord with terminal spinal lipoma .,train,1153,OPEN
synpic24058,abnormality,what is abnormal in the ct scan,pulmonary sequestration,train,377,OPEN
synpic48200,abnormality,what is abnormal in the gastrointestinal image,jejunal diverticulosis,train,1154,OPEN
synpic16206,abnormality,what is most alarming about this ct scan,partial anomalous pulmonary venous return,train,1155,OPEN
synpic49276,abnormality,what abnormality is seen in the image,fronto-nasal encephalocele,train,548,OPEN
synpic13035,abnormality,what is abnormal in the ct scan,esophageal b-cell lymphoma,train,14,OPEN
synpic51063,abnormality,what abnormality is seen in the image,aneurysm cerebral,train,421,OPEN
synpic34337,abnormality,what is most alarming about this mri,intracranial internal carotid artery aneurysm,train,905,OPEN
synpic24744,abnormality,what is abnormal in the ct scan,bronchiectasis,train,712,OPEN
synpic47946,abnormality,what is most alarming about this ultrasound,choledocholithiasis,train,1156,OPEN
synpic19163,abnormality,what is the primary abnormality in this image,inflammatory breast carcinoma,train,907,OPEN
synpic25326,abnormality,what is abnormal in the mri,neurosarcoid cns sarcoid,train,155,OPEN
synpic39919,abnormality,what abnormality is seen in the image,amebic meningoencephalitis,train,1157,OPEN
synpic48896,abnormality,what is most alarming about this mri,epidermoid cyst,train,246,OPEN
synpic49386,abnormality,what is most alarming about this mri,cerebral infarction stroke,train,281,OPEN
synpic41917,abnormality,what is the primary abnormality in this image,pilomyxoid astrocytoma pma who grade 2,train,225,OPEN
synpic18877,abnormality,what abnormality is seen in the image,primary biliary cirrhosis,train,1158,OPEN
synpic19080,abnormality,what is abnormal in the mri,ependymoma,train,65,OPEN
synpic31365,abnormality,what is the primary abnormality in this image,left superolateral major fissure,train,1159,OPEN
synpic9892,abnormality,what abnormality is seen in the image,adrenal mass,train,1160,OPEN
synpic18821,abnormality,what abnormality is seen in the image,diverticulitis,train,32,OPEN
synpic40450,abnormality,what is most alarming about this x-ray,lesser trochanter avulsion fracture,train,1161,OPEN
synpic39649,abnormality,what is most alarming about this ct scan,hemiazygous and azygous continuation of the inferior vena cava,train,167,OPEN
synpic52162,abnormality,what is the primary abnormality in this image,pulmonary embolism right heart strain,train,1162,OPEN
synpic56667,abnormality,what is abnormal in the mri,astrocytoma low-grade who 2 supratentorial,train,694,OPEN
synpic54048,abnormality,what is the primary abnormality in this image,leptomeningeal sarcoid,train,153,OPEN
synpic59738,abnormality,what is the primary abnormality in this image,ependymal neoplasms ependymoma,train,534,OPEN
synpic51793,abnormality,what is abnormal in the ct scan,cerebral infarct l mca territory,train,817,OPEN
synpic55176,abnormality,what is most alarming about this ct scan,vascular ring,train,1163,OPEN
synpic36044,abnormality,what is most alarming about this x-ray,ct guided lung biopsy,train,1164,OPEN
synpic29767,abnormality,what abnormality is seen in the image,fibromuscular dysplasia renal infarct,train,537,OPEN
synpic32249,abnormality,what is most alarming about this x-ray,tophaceous gout,train,376,OPEN
synpic59165,abnormality,what abnormality is seen in the image,fitz-hugh curtis syndrome,train,1165,OPEN
synpic34371,abnormality,what is abnormal in the ct scan,massive pulmonary embolism,train,1166,OPEN
synpic18884,abnormality,what is most alarming about this mri,developmental venous anomaly dva or venous angioma,train,1167,OPEN
synpic56634,abnormality,what is most alarming about this mri,epidural spinal hematoma,train,110,OPEN
synpic60067,abnormality,what is abnormal in the mri,osteoid osteoma,train,72,OPEN
synpic25200,abnormality,what is most alarming about this mri,jugular foramen mass,train,1072,OPEN
synpic28156,abnormality,what is most alarming about this ultrasound,hypertrophic pyloric stenosis,train,168,OPEN
synpic53800,abnormality,what is most alarming about this ct scan,atrial septal defect,train,1168,OPEN
synpic49360,abnormality,what is most alarming about this mri,cord infarct with secondary atrophy,train,957,OPEN
synpic19695,abnormality,what is most alarming about this x-ray,stress fracture of the distal fibula,train,1101,OPEN
synpic51376,abnormality,what is most alarming about this ct scan,cerebral hyperperfusion syndrome,train,719,OPEN
synpic46834,abnormality,what is abnormal in the ct scan,empyema,train,380,OPEN
synpic51057,abnormality,what is most alarming about this ct scan,aneurysm cerebral,train,421,OPEN
synpic25822,abnormality,what is the primary abnormality in this image,situs inversus,train,1169,OPEN
synpic58475,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train,67,OPEN
synpic42257,abnormality,what abnormality is seen in the image,adenocarcinoma of the lung,train,243,OPEN
synpic54524,abnormality,what is abnormal in the ct scan,partial anomalous pulmonary venous return,train,1155,OPEN
synpic55730,abnormality,what is the primary abnormality in this image,vestibular schwannoma,train,119,OPEN
synpic41330,abnormality,what is abnormal in the mri,anoxic brain injury anoxia,train,554,OPEN
synpic44035,abnormality,what is the primary abnormality in this image,chiari ii,train,1170,OPEN
synpic36073,abnormality,what is the primary abnormality in this image,chondrosarcoma of the skull base,train,880,OPEN
synpic56520,abnormality,what abnormality is seen in the image,craniopharyngioma,train,73,OPEN
synpic41686,abnormality,what is most alarming about this mri,atypical teratoid/rhabdoid tumor,train,51,OPEN
synpic27051,abnormality,what abnormality is seen in the image,ependymoma spinal,train,1171,OPEN
synpic59003,abnormality,what abnormality is seen in the image,pilocytic astrocytoma,train,277,OPEN
synpic45536,abnormality,what is the primary abnormality in this image,avm arterio-venous malformation vascular malformation,train,531,OPEN
synpic54977,abnormality,what is abnormal in the mri,guillain-barre syndrome,train,82,OPEN
synpic27206,abnormality,what is most alarming about this ultrasound,hypertrophic pyloric stenosis,train,168,OPEN
synpic41554,abnormality,what is abnormal in the mri,choroid plexus neoplasm papilloma carcinoma,train,357,OPEN
synpic26575,abnormality,what is the primary abnormality in this image,arachnoid cyst,train,35,OPEN
synpic45981,abnormality,what abnormality is seen in the image,acute epidural hematoma,train,1131,OPEN
synpic53448,abnormality,what is abnormal in the mri,hypoxic/ischemic encephalopathy,train,340,OPEN
synpic56573,abnormality,what is the primary abnormality in this image,arachnoid cyst,train,35,OPEN
synpic50789,abnormality,what is the primary abnormality in this image,schwannoma,train,139,OPEN
synpic41010,abnormality,what abnormality is seen in the image,oropharyngeal cancer,train,933,OPEN
synpic42106,abnormality,what is the primary abnormality in this image,dva developmental venous anomaly venous angioma,train,422,OPEN
synpic21229,abnormality,what is most alarming about this ct scan,thymoma,train,1172,OPEN
synpic51255,abnormality,what is the primary abnormality in this image,acute disseminated encephalomyelitis,train,647,OPEN
synpic34380,abnormality,what is most alarming about this x-ray,hydropneumothorax,train,1173,OPEN
synpic29744,abnormality,what abnormality is seen in the image,avascular necrosis of the femoral head,train,1055,OPEN
synpic35598,abnormality,what is the primary abnormality in this image,swallowed foreign body,train,1174,OPEN
synpic49460,abnormality,what is most alarming about this ct scan,adrenal myelolipoma,train,36,OPEN
synpic25842,abnormality,what abnormality is seen in the image,post-catheterization pseudoaneurysm,train,1175,OPEN
synpic51071,abnormality,what is the primary abnormality in this image,adult medulloblastoma,train,154,OPEN
synpic33714,abnormality,what is abnormal in the mri,uterus didelphys with hematometrocolpos and multicystic dysplastic kidney,train,488,OPEN
synpic54786,abnormality,what is the primary abnormality in this image,necrotizing enterocolitis,train,1176,OPEN
synpic34548,abnormality,what is most alarming about this mri,arteriovenous malformation avm,train,0,OPEN
synpic46264,abnormality,what is most alarming about this ct scan,corpus callosum lipoma,train,681,OPEN
synpic46182,abnormality,what is the primary abnormality in this image,traumatic aortic injury,train,878,OPEN
synpic41287,abnormality,what abnormality is seen in the image,intrauterine devices,train,1177,OPEN
synpic25209,abnormality,what is the primary abnormality in this image,nodular sclerosing hodgkin’s lymphoma,train,97,OPEN
synpic20666,abnormality,what is the primary abnormality in this image,deep venous thrombosis and pulmonary embolism,train,1178,OPEN
synpic52924,abnormality,what is the primary abnormality in this image,dehiscent julgular bulb,train,593,OPEN
synpic17848,abnormality,what is abnormal in the x-ray,lung metastasis,train,1179,OPEN
synpic20100,abnormality,what is abnormal in the x-ray,radial head fracture,train,522,OPEN
synpic50871,abnormality,what is abnormal in the mri,hepatic adenoma,train,826,OPEN
synpic55342,abnormality,what is most alarming about this mri,papillary glioneuronal tumor,train,725,OPEN
synpic43679,abnormality,what is the primary abnormality in this image,subdural hematoma,train,1180,OPEN
synpic15491,abnormality,what is abnormal in the ct scan,arcuate uterus,train,1181,OPEN
synpic45484,abnormality,what is abnormal in the ct scan,orbital nodular fasciitis,train,1182,OPEN
synpic33847,abnormality,what is most alarming about this ct scan,pancreatic adenocarcinoma,train,200,OPEN
synpic53083,abnormality,what is the primary abnormality in this image,acute otomastoiditis,train,1183,OPEN
synpic32833,abnormality,what is abnormal in the ct scan,amyand's hernia,train,1184,OPEN
synpic49988,abnormality,what is abnormal in the ct scan,fracture dislocation at c6-c7 .,train,846,OPEN
synpic26947,abnormality,what is most alarming about this nuclear medicine image,metastatic breast cancer,train,1065,OPEN
synpic59468,abnormality,what is the primary abnormality in this image,ependymoma,train,65,OPEN
synpic47258,abnormality,what abnormality is seen in the image,breast cancer metastatic,train,865,OPEN
synpic34146,abnormality,what is abnormal in the ct scan,pulmonary embolism,train,111,OPEN
synpic18187,abnormality,what is most alarming about this x-ray,multiple hereditary exostosis,train,303,OPEN
synpic28220,abnormality,what is abnormal in the ct scan,juvenile polyposis syndrome,train,1185,OPEN
synpic52243,abnormality,what is abnormal in the ct scan,renal cell carcinoma lytic bone metastasis,train,1186,OPEN
synpic23087,abnormality,what is the primary abnormality in this image,acromioclavicular joint separation grade iii,train,132,OPEN
synpic58322,abnormality,what is most alarming about this mri,avm arterio-venous malformation vascular malformation,train,531,OPEN
synpic21843,abnormality,what is abnormal in the mri,aortic coarctation,train,971,OPEN
synpic34195,abnormality,what is abnormal in the ultrasound,compression ultrasound diagnosis of lower extremity deep vein thrombosis,train,918,OPEN
synpic54153,abnormality,what is most alarming about this angiogram,post-operative internal carotid artery fistula level of ophthalmic artery .,train,717,OPEN
synpic33463,abnormality,what is abnormal in the x-ray,nonossifying fibroma,train,141,OPEN
synpic52576,abnormality,what is abnormal in the x-ray,posterior urethral valve,train,1187,OPEN
synpic31514,abnormality,what is most alarming about this ct scan,iatrogenic pneumoperitoneum,train,382,OPEN
synpic54990,abnormality,what is most alarming about this ct scan,diffuse large b-cell lymphoma,train,346,OPEN
synpic28031,abnormality,what is the primary abnormality in this image,meningioma,train,137,OPEN
synpic28412,abnormality,what is most alarming about this x-ray,boxer's fracture,train,1188,OPEN
synpic57173,abnormality,what is abnormal in the mri,medulloblastoma,train,341,OPEN
synpic48023,abnormality,what is abnormal in the mri,glioblastoma multiforme,train,67,OPEN
synpic56695,abnormality,what is abnormal in the mri,pseudoarthrosis after anterior cervical discectomy and fusion acdf,train,1189,OPEN
synpic38562,abnormality,what abnormality is seen in the image,neurocytoma central neurocytoma,train,112,OPEN
synpic17869,abnormality,what abnormality is seen in the image,ovarian teratoma,train,1190,OPEN
synpic55097,abnormality,what is the primary abnormality in this image,multiple osteochondromatosis,train,365,OPEN
synpic58751,abnormality,what abnormality is seen in the image,brain meningioma,train,1191,OPEN
synpic42019,abnormality,what is most alarming about this ct scan,retinoblastoma,train,739,OPEN
synpic19534,abnormality,what is most alarming about this ct scan,histoplasmosis,train,211,OPEN
synpic57815,abnormality,what is abnormal in the mri,vertebral artery dissection with cerebellar infarcts,train,1090,OPEN
synpic51003,abnormality,what is abnormal in the ct scan,echinococcal cyst hydatid disease of the liver,train,1192,OPEN
synpic18711,abnormality,what is abnormal in the x-ray,necrotizing enterocolitis,train,1176,OPEN
synpic39658,abnormality,what abnormality is seen in the image,esophageal lipomatosis,train,975,OPEN
synpic50736,abnormality,what is most alarming about this ct scan,sialadenitits,train,507,OPEN
synpic45952,abnormality,what is most alarming about this ct scan,intracranial hypotension,train,385,OPEN
synpic41864,abnormality,what abnormality is seen in the image,lobar holoprosencephaly,train,429,OPEN
synpic51824,abnormality,what is abnormal in the ct scan,squamous cell carcinoma,train,1097,OPEN
synpic48416,abnormality,what is the primary abnormality in this image,cysticercosis,train,454,OPEN
synpic35242,abnormality,what is the primary abnormality in this image,tuberous sclerosis,train,146,OPEN
synpic32662,abnormality,what is abnormal in the mri,simple bone cyst,train,566,OPEN
synpic37273,abnormality,what is abnormal in the ultrasound,ruptured ectopic pregnancy,train,428,OPEN
synpic16441,abnormality,what is abnormal in the ct scan,liposclerosing myxofibrous tumor of bone lsmft,train,844,OPEN
synpic41203,abnormality,what abnormality is seen in the image,spinal cord abscess,train,1193,OPEN
synpic39862,abnormality,what is the primary abnormality in this image,picc complication .,train,1194,OPEN
synpic33825,abnormality,what is most alarming about this mri,wernicke encephalopathy,train,736,OPEN
synpic31926,abnormality,what is abnormal in the mri,shaken baby syndrome,train,768,OPEN
synpic15808,abnormality,what abnormality is seen in the image,diffuse esophageal spasm,train,183,OPEN
synpic40048,abnormality,what is abnormal in the mri,lumbar nerve root avulsion,train,1195,OPEN
synpic55856,abnormality,what is abnormal in the ct scan,intracranial hypotension,train,385,OPEN
synpic25532,abnormality,what is most alarming about this x-ray,wegeners granulomatosis,train,1196,OPEN
synpic37002,abnormality,what is abnormal in the mri,aneurysmal bone cyst,train,1197,OPEN
synpic24323,abnormality,what abnormality is seen in the image,wilms’ tumor nephroblastoma,train,1198,OPEN
synpic32112,abnormality,what is abnormal in the ct scan,brain abscess central nervous system,train,58,OPEN
synpic26325,abnormality,what is abnormal in the mri,proptosis and orbital masses in children optic nerve glioma,train,1199,OPEN
synpic35168,abnormality,what is abnormal in the ct scan,hypertensive basal ganglia hemorrhage,train,1200,OPEN
synpic54450,abnormality,what abnormality is seen in the image,aneurysm cerebral,train,421,OPEN
synpic18994,abnormality,what abnormality is seen in the image,endometrioma,train,598,OPEN
synpic54208,abnormality,what is most alarming about this ultrasound,trisomy 18,train,1201,OPEN
synpic19258,abnormality,what is the primary abnormality in this image,post inflammatory cystic changes secondary to severe community acquired pneumonia .,train,1202,OPEN
synpic17359,abnormality,what is most alarming about this x-ray,bone island,train,1203,OPEN
synpic59368,abnormality,what is most alarming about this ct scan,hyperdense middle cerebral artery sign,train,12,OPEN
synpic46106,abnormality,what abnormality is seen in the image,gemistocytic astrocytoma,train,1204,OPEN
synpic52755,abnormality,what is abnormal in the x-ray,mrsa pneumonia complicated by empyema,train,1205,OPEN
synpic34394,abnormality,what is most alarming about this ct scan,angiomyolipoma,train,147,OPEN
synpic16984,abnormality,what is the primary abnormality in this image,crohn's disease on pet and tc-99m hmpao tagged wbc scanning,train,1206,OPEN
synpic36991,abnormality,what is abnormal in the ct scan,hemiazygous and azygous continuation of the inferior vena cava,train,167,OPEN
synpic16608,abnormality,what is abnormal in the ct scan,optic nerve,train,662,OPEN
synpic59806,abnormality,what is the primary abnormality in this image,extramedullary hematopoiesis,train,1207,OPEN
synpic55822,abnormality,what is most alarming about this mri,brain abscess gram positive cocci,train,349,OPEN
synpic41213,abnormality,what abnormality is seen in the image,spinal cord abscess,train,1193,OPEN
synpic35998,abnormality,what is most alarming about this ct scan,nontraumatic subarachnoid hemorrhage,train,527,OPEN
synpic57190,abnormality,what is most alarming about this mri,glioblastoma multiforme gbm,train,525,OPEN
synpic20149,abnormality,what is most alarming about this ct scan,gastric inflammatory fibroid polyp,train,1208,OPEN
synpic34151,abnormality,what is abnormal in the ct scan,pulmonary embolism,train,111,OPEN
synpic53300,abnormality,what is most alarming about this x-ray,subtalar dislocation,train,1209,OPEN
synpic53306,abnormality,what abnormality is seen in the image,facial nerve schwannoma,train,1210,OPEN
synpic49804,abnormality,what is most alarming about this mri,cerebral infarction,train,70,OPEN
synpic45359,abnormality,what abnormality is seen in the image,mixed ovarian germ cell tumor,train,1211,OPEN
synpic31525,abnormality,what abnormality is seen in the image,hemorrhagic contusion,train,1212,OPEN
synpic28925,abnormality,what is the primary abnormality in this image,scaphoid fracture,train,1213,OPEN
synpic20886,abnormality,what is the primary abnormality in this image,thymic cyst - benign mediastinal cysts,train,416,OPEN
synpic53405,abnormality,what abnormality is seen in the image,intraventricular meningioma,train,358,OPEN
synpic41019,abnormality,what is the primary abnormality in this image,choroid plexus papilloma,train,251,OPEN
synpic39218,abnormality,what is abnormal in the gastrointestinal image,diffuse esophageal spasm,train,183,OPEN
synpic39024,abnormality,what is abnormal in the mri,torch infections,train,545,OPEN
synpic45471,abnormality,what is abnormal in the mri,tricholemmoma,train,1214,OPEN
synpic53012,abnormality,what is the primary abnormality in this image,dilated congestive cardiomyopathy,train,1215,OPEN
synpic55677,abnormality,what abnormality is seen in the image,depressed skull fractures,train,699,OPEN
synpic26009,abnormality,what is abnormal in the x-ray,grenade fragment stable in transverse foramina of the vertebrae,train,708,OPEN
synpic57362,abnormality,what is most alarming about this mri,dermoid cyst,train,57,OPEN
synpic42202,abnormality,what abnormality is seen in the image,ruptured aortic aneurysm,train,91,OPEN
synpic31928,abnormality,what is the primary abnormality in this image,shaken baby syndrome,train,768,OPEN
synpic39008,abnormality,what is most alarming about this ct scan,torch infections,train,545,OPEN
synpic26387,abnormality,what is most alarming about this ct scan,acute appendicitis,train,63,OPEN
synpic42067,abnormality,what is most alarming about this x-ray,avascular necrosis,train,269,OPEN
synpic39581,abnormality,what is most alarming about this x-ray,jones fracture and dancer's fracture,train,1216,OPEN
synpic2029,abnormality,what is the primary abnormality in this image,lymphoma involving breast lymph nodes,train,1217,OPEN
synpic31438,abnormality,what is abnormal in the ct scan,pulmonary thromboembolism,train,660,OPEN
synpic17537,abnormality,what is the primary abnormality in this image,giant placental chorioangioma,train,1218,OPEN
synpic56357,abnormality,what is abnormal in the mri,intracranial venous thrombosis,train,467,OPEN
synpic59562,abnormality,what is abnormal in the mri,schwannoma,train,139,OPEN
synpic59017,abnormality,what is abnormal in the mri,schwannoma,train,139,OPEN
synpic52481,abnormality,what is abnormal in the x-ray,thyroid acropachy,train,464,OPEN
synpic21857,abnormality,what is the primary abnormality in this image,abdominal aortic aneurysm,train,1219,OPEN
synpic57480,abnormality,what is abnormal in the mri,malignant peripheral nerve sheath tumor mpnst,train,274,OPEN
synpic25518,abnormality,what is the primary abnormality in this image,duodenal lipoma,train,1220,OPEN
synpic20271,abnormality,what is most alarming about this ct scan,hepatic artery chemoembolization,train,1221,OPEN
synpic55077,abnormality,what abnormality is seen in the image,pleomorphic adenoma of the parotid gland,train,1133,OPEN
synpic45488,abnormality,what abnormality is seen in the image,dural sinus thrombosis transverse and sigmoid sinus,train,1222,OPEN
synpic51347,abnormality,what is most alarming about this mri,oligodendroglioma profile and who grade,train,960,OPEN
synpic27238,abnormality,what abnormality is seen in the image,gemistocytic astrocytoma,train,1204,OPEN
synpic30722,abnormality,what is the primary abnormality in this image,glioblastoma multiforme,train,67,OPEN
synpic20741,abnormality,what is abnormal in the ct scan,ganglioneuroma,train,781,OPEN
synpic27815,abnormality,what is abnormal in the ultrasound,gallbladder polyp,train,853,OPEN
synpic18141,abnormality,what abnormality is seen in the image,pneumomediastinum,train,354,OPEN
synpic22245,abnormality,what is abnormal in the x-ray,bochdalek hernia,train,408,OPEN
synpic25601,abnormality,what abnormality is seen in the image,breast hamartoma fibroadenolipoma,train,1223,OPEN
synpic43490,abnormality,what abnormality is seen in the image,osteitis condensans ilii illei,train,852,OPEN
synpic39703,abnormality,what abnormality is seen in the image,hypothalamic glioma,train,145,OPEN
synpic37397,abnormality,what abnormality is seen in the image,epidermoid cyst of the testis,train,1224,OPEN
synpic45929,abnormality,what abnormality is seen in the image,stress fracture,train,1225,OPEN
synpic38066,abnormality,what is most alarming about this mri,meningeal hemangiopericytoma,train,1068,OPEN
synpic47768,abnormality,what is abnormal in the mri,anoxic hypoxic injury,train,1226,OPEN
synpic51258,abnormality,what is the primary abnormality in this image,acute disseminated encephalomyelitis,train,647,OPEN
synpic52275,abnormality,what is the primary abnormality in this image,juvenile pilocytic astrocytoma,train,456,OPEN
synpic25301,abnormality,what abnormality is seen in the image,osteoid osteoma,train,72,OPEN
synpic43978,abnormality,what is most alarming about this ultrasound,hematoma testicular,train,1227,OPEN
synpic29197,abnormality,what is most alarming about this ct scan,spinal tuberculosis/potts disease,train,359,OPEN
synpic19165,abnormality,what is the primary abnormality in this image,inflammatory breast carcinoma,train,907,OPEN
synpic16998,abnormality,what is abnormal in the x-ray,cuneiform stress fracture,train,1228,OPEN
synpic55987,abnormality,what abnormality is seen in the image,progression of low-grade glioma to high-grade glioma,train,671,OPEN
synpic54346,abnormality,what is the primary abnormality in this image,metastatic breast cancer,train,1065,OPEN
synpic19555,abnormality,what is abnormal in the ct scan,gastrointestinal stromal tumor gist,train,135,OPEN
synpic21908,abnormality,what is abnormal in the mri,optic glioma,train,1229,OPEN
synpic59070,abnormality,what is abnormal in the ct scan,venous thrombosis of the vein of galen straight sinus and dominant left transverse venous dural sinus .,train,634,OPEN
synpic20572,abnormality,what is the primary abnormality in this image,ganglioglioma,train,306,OPEN
synpic12255,abnormality,what is the primary abnormality in this image,the wall-echo-shadow wes sign,train,1230,OPEN
synpic51790,abnormality,what is most alarming about this ct scan,cerebral infarct l mca territory,train,817,OPEN
synpic20074,abnormality,what is most alarming about this mri,psoas abscess,train,1231,OPEN
synpic31052,abnormality,what is most alarming about this angiogram,obstruction and isolation of the right posterior sectoral duct and its radicals from the remainder of the biliary system,train,1232,OPEN
synpic22268,abnormality,what is the primary abnormality in this image,osteopoikilosis sclerosing bone dysplasias,train,1233,OPEN
synpic21246,abnormality,what abnormality is seen in the image,neuroblastoma,train,536,OPEN
synpic58314,abnormality,what is most alarming about this mri,meningioma radiation induced,train,547,OPEN
synpic45816,abnormality,what is the primary abnormality in this image,dnet dysembryoplastic neuroepithelial tumor,train,209,OPEN
synpic58420,abnormality,what is abnormal in the mri,transient patellar dislocation,train,1234,OPEN
synpic46957,abnormality,what is the primary abnormality in this image,autosomal recessive polycystic kidney disease,train,98,OPEN
synpic39873,abnormality,what is abnormal in the mri,cerebral infarct,train,952,OPEN
synpic20049,abnormality,what is most alarming about this mammograph,fat necrosis,train,1235,OPEN
synpic26311,abnormality,does this image look normal,no,train,125,CLOSED
synpic48907,abnormality,what is most alarming about this mri,epidermoid cyst,train,246,OPEN
synpic31978,abnormality,what abnormality is seen in the image,retroodontoid pseudotumor,train,1236,OPEN
synpic25061,abnormality,what is the primary abnormality in this image,bucket handle meniscal tear of the knee,train,176,OPEN
synpic37335,abnormality,what is most alarming about this mri,cortical dysplasia pachygyria with schizencephaly spastic cerebral palsy central hypothyroidism,train,1237,OPEN
synpic14646,abnormality,what abnormality is seen in the image,clear cell chondrosarcoma,train,1238,OPEN
synpic34688,abnormality,what is most alarming about this mri,periosteal chondroma,train,1239,OPEN
synpic19464,abnormality,what is the primary abnormality in this image,fibrous dysplasia,train,242,OPEN
synpic54784,abnormality,what abnormality is seen in the image,necrotizing enterocolitis,train,1176,OPEN
synpic22075,abnormality,what is most alarming about this x-ray,pediatric elbow fractures,train,1240,OPEN
synpic60798,abnormality,what abnormality is seen in the image,pilomyxoid astrocytoma pma who grade 2,train,225,OPEN
synpic36499,abnormality,is the x-ray normal,yes,train,395,CLOSED
synpic42259,abnormality,what abnormality is seen in the image,acute appendicitis,train,63,OPEN
synpic49363,abnormality,what abnormality is seen in the image,cord infarct with secondary atrophy,train,957,OPEN
synpic56922,abnormality,what is most alarming about this mri,pseudotumor cerebri benign idiopathic intracranial hypertension,train,974,OPEN
synpic55306,abnormality,what is abnormal in the ct scan,cirrhosis,train,1241,OPEN
synpic53311,abnormality,what abnormality is seen in the image,meningioma,train,137,OPEN
synpic48920,abnormality,what is the primary abnormality in this image,optic gliomas in a patient with neurofibromatosis 1 .,train,1242,OPEN
synpic35639,abnormality,what is most alarming about this mri,fracture of the trapezium,train,1243,OPEN
synpic19511,abnormality,what is most alarming about this ultrasound,deep venous thrombosis,train,1244,OPEN
